 J105443; 1; Z060; Pink Small; 7; 44;; Unknown (R01); Unknown (C311)
 J143513; 3; D845; Orange Bright; 8; 19; Cataclysmic Variable; Unknown (R12); Unknown (C107)
 J112656; 3; D845; Yellow Small; 8; 11;; Unknown (R12); Unknown (C107)
 J154357; 3; D845; Pink; 7; 27;; Unknown (R12); Unknown (C107)
 J154145; 3; D845; Pink; 9; 29;; Unknown (R12); Unknown (C107)
 J100129; 3; D845; Orange radiant; 5; 46;; Unknown (R12); Unknown (C107)
 J155124; 3; D845; Orange Bright; 11; 68;; Unknown (R12); Unknown (C108)
 J133207; 3; D845; Orange Bright; 7; 19; Pulsar; Unknown (R12); Unknown (C108)
 J124830; 3; D845; Blue Bright; 7; 20;; Unknown (R12); Unknown (C108)
 J144725; 3; D845; Blue Small; 9; 45; Magnetar; Unknown (R12); Unknown (C108)
 J170409; 3; D845; Yellow Small; 8; 50; Red Giant; Unknown (R12); Unknown (C108)
 J103326; 3; D845; Orange radiant; 9; 32;; Unknown (R12); Unknown (C108)
 J160739; 3; D845; Orange Bright; 8; 21; Pulsar; Unknown (R12); Unknown (C109)
 J133041; 3; D845; Yellow Small; 7; 39; Cataclysmic Variable; Unknown (R12); Unknown (C109)
 J205412; 3; D845; Yellow; 7; 50;; Unknown (R12); Unknown (C109)
 J145851; 3; D845; Yellow; 13; 38; Cataclysmic Variable; Unknown (R12); Unknown (C109)
 J132737; 3; D845; Orange radiant; 8; 67; Red Giant; Unknown (R12); Unknown (C109)
 J130247; 3; D845; Pink Small; 7; 60; Black Hole; Unknown (R12); Unknown (C109)
 J151405; 3; D845; Yellow Small; 7; 39;; Unknown (R12); Unknown (C110)
 J131802; 3; D845; Orange Bright; 11; 40; Wolf-Rayet Star; Unknown (R12); Unknown (C110)
 J221515; 3; D845; Red Giant; 8; 44;; Unknown (R12); Unknown (C110)
 J142951; 3; D845; White Dwarf; 9; 60;; Unknown (R12); Unknown (C110)
 J101736; 3; D845; Pink Small; 8; 32;; Unknown (R12); Unknown (C110)
 J233739; 3; D845; Orange; 11; 54;; Unknown (R12); Unknown (C110)
 J221447; 3; D845; Blue Small; 10; 81;; Unknown (R12); Unknown (C110)
 J145645; 3; D845; Orange radiant; 9; 54;; Unknown (R12); Unknown (C111)
 J153051; 3; D845; White; 9; 45;; Unknown (R12); Unknown (C111)
 J141451; 3; D845; Pink Small; 9; 4;; Unknown (R12); Unknown (C111)
 J131859; 3; D845; Orange radiant; 11; 33; Wolf-Rayet Star; Unknown (R12); Unknown (C111)
 J144553; 3; D845; Red Giant; 8; 50;; Unknown (R12); Unknown (C111)
 J145615; 3; D845; Orange radiant; 8; 64;; Unknown (R12); Unknown (C111)
 J223109; 3; D845; Yellow Small; 9; 47; Cataclysmic Variable; Unknown (R12); Unknown (C111)
 J132721; 3; D845; Orange radiant; 11; 41;; Unknown (R12); Unknown (C112)
 J103353; 3; D845; Orange radiant; 8; 29;; Unknown (R12); Unknown (C112)
 J173223; 3; D845; Yellow; 7; 65;; Unknown (R12); Unknown (C112)
 J104837; 3; D845; Pink Small; 9; 12;; Unknown (R12); Unknown (C112)
 J163745; 3; D845; Yellow; 9; 59;; Unknown (R12); Unknown (C112)
 J101500; 3; D845; Blue Small; 7; 52;; Unknown (R12); Unknown (C112)
 J224826; 3; D845; Yellow Small; 8; 18; Wolf-Rayet Star; Unknown (R12); Unknown (C112)
 J230905; 3; D845; Pink; 12; 13;; Unknown (R12); Unknown (C113)
 J110924; 3; D845; Orange; 7; 35;; Unknown (R12); Unknown (C113)
 J122220; 3; D845; Orange Bright; 10; 41; Magnetar; Unknown (R12); Unknown (C113)
 J165153; 3; D845; Blue Bright; 10; 22; Pulsar; Unknown (R12); Unknown (C113)
 J204030; 3; D845; Orange Bright; 9; 24;; Unknown (R12); Unknown (C113)
 J134136; 3; D845; Orange; 8; 67;; Unknown (R12); Unknown (C113)
 J113334; 3; D845; Yellow Small; 3; 6;; Unknown (R12); Unknown (C113)
 J125403; 3; D845; Yellow; 9; 53;; Unknown (R12); Unknown (C114)
 J162437; 3; D845; Red Giant; 9; 33;; Unknown (R12); Unknown (C114)
 J235630; 3; D845; Orange; 5; 45;; Unknown (R12); Unknown (C114)
 J105409; 3; D845; Orange radiant; 6; 31;; Unknown (R12); Unknown (C114)
 J163529; 3; D845; Pink Small; 4; 2;; Unknown (R12); Unknown (C114)
 J152931; 3; D845; Yellow; 8; 50;; Unknown (R12); Unknown (C114)
 J131559; 3; D845; Orange Bright; 7; 22; Red Giant; Unknown (R12); Unknown (C114)
 J143918; 3; D845; Orange; 11; 50;; Unknown (R12); Unknown (C115)
 J104643; 3; D845; White Dwarf; 8; 39; Wolf-Rayet Star; Unknown (R12); Unknown (C115)
 J212304; 3; D845; Red Giant; 12; 46; Cataclysmic Variable; Unknown (R12); Unknown (C115)
 J154634; 3; D845; Blue; 8; 8; Black Hole; Unknown (R12); Unknown (C115)
 J172052; 3; D845; Yellow Small; 6; 6; Pulsar; Unknown (R12); Unknown (C115)
 J135036; 3; D845; Orange Bright; 9; 28; Cataclysmic Variable; Unknown (R12); Unknown (C115)
 J134431; 3; D845; Yellow; 4; 4;; Unknown (R12); Unknown (C116)
 J121105; 3; D845; Pink; 10; 81;; Unknown (R12); Unknown (C116)
 J120357; 3; D845; Orange; 8; 24;; Unknown (R12); Unknown (C116)
 J101854; 3; D845; Yellow Small; 6; 55;; Unknown (R12); Unknown (C116)
 J232826; 3; D845; Orange; 11; 65;; Unknown (R12); Unknown (C116)
 J154934; 3; D845; Pink; 7; 90; Cataclysmic Variable; Unknown (R12); Unknown (C116)
 J170132; 3; D845; Orange radiant; 6; 68; Black Hole; Unknown (R12); Unknown (C117)
 J114916; 3; D845; Yellow; 5; 12;; Unknown (R12); Unknown (C117)
 J142400; 3; D845; Orange Bright; 8; 14;; Unknown (R12); Unknown (C117)
 J115502; 3; D845; Red Giant; 8; 7;; Unknown (R12); Unknown (C117)
 J121300; 3; D845; Orange; 5; 45; Red Giant; Unknown (R12); Unknown (C117)
 J223658; 3; D845; Yellow Small; 9; 30;; Unknown (R12); Unknown (C117)
 J124327; 3; D845; White; 6; 78;; Unknown (R12); Unknown (C118)
 J220438; 3; D845; Blue; 13; 68;; Unknown (R12); Unknown (C118)
 J144636; 3; D845; Orange Bright; 8; 42;; Unknown (R12); Unknown (C118)
 J113347; 3; D845; Orange Bright; 13; 42;; Unknown (R12); Unknown (C118)
 J150737; 3; D845; Pink; 8; 33;; Unknown (R12); Unknown (C118)
 J152044; 3; D845; Orange radiant; 8; 50; Magnetar; Unknown (R12); Unknown (C118)
 J142443; 3; D845; Red Giant; 7; 36; Wolf-Rayet Star; Unknown (R12); Unknown (C119)
 J164104; 3; D845; Blue Small; 9; 51;; Unknown (R12); Unknown (C119)
 J155008; 3; D845; Orange; 6; 59;; Unknown (R12); Unknown (C119)
 J114358; 3; D845; Yellow Small; 7; 84;; Unknown (R12); Unknown (C119)
 J122259; 3; D845; White; 6; 78; Pulsar; Unknown (R12); Unknown (C119)
 J125243; 3; D845; Pink Small; 7; 52;; Unknown (R12); Unknown (C119)
 J114508; 3; D845; Orange; 7; 76;; Unknown (R12); Unknown (C119)
 J125216; 3; D845; Orange Bright; 9; 21;; Unknown (R12); Unknown (C120)
 J113143; 3; D845; Yellow; 10; 70;; Unknown (R12); Unknown (C120)
 J101612; 3; D845; Yellow; 13; 67;; Unknown (R12); Unknown (C120)
 J101354; 3; D845; Blue Small; 11; 39;; Unknown (R12); Unknown (C120)
 J100156; 3; D845; Red Giant; 11; 48;; Unknown (R12); Unknown (C120)
 J110425; 3; D845; Yellow Small; 8; 54; Pulsar; Unknown (R12); Unknown (C120)
 J133121; 3; D845; Orange radiant; 9; 77;; Unknown (R12); Unknown (C121)
 J165936; 3; D845; Yellow Small; 12; 70;; Unknown (R12); Unknown (C121)
 J213411; 3; D845; Yellow Small; 10; 85; Red Giant; Unknown (R12); Unknown (C121)
 J231545; 3; D845; Orange radiant; 7; 51; Pulsar; Unknown (R12); Unknown (C121)
 J121603; 3; D845; Yellow Small; 10; 48;; Unknown (R12); Unknown (C121)
 J222120; 3; D845; Orange radiant; 12; 44;; Unknown (R12); Unknown (C121)
 J231240; 3; D845; Orange radiant; 5; 44;; Unknown (R12); Unknown (C121)
 J164338; 3; U210; Orange; 7; 57; Magnetar; Unknown (R13); Unknown (C122)
 J142603; 3; U210; White Dwarf; 8; 40; Wolf-Rayet Star; Unknown (R13); Unknown (C122)
 J212812; 3; U210; Red Giant; 11; 25; Wolf-Rayet Star; Unknown (R13); Unknown (C122)
 J164501; 3; U210; Orange Bright; 13; 48;; Unknown (R13); Unknown (C122)
 J144751; 3; U210; Orange Bright; 9; 77;; Unknown (R13); Unknown (C122)
 J214744; 3; U210; Yellow Small; 4; 5; Wolf-Rayet Star; Unknown (R13); Unknown (C122)
 J135304; 3; U210; Blue Small; 9; 46;; Unknown (R13); Unknown (C123)
 J223601; 3; U210; Pink; 8; 48; Magnetar; Unknown (R13); Unknown (C123)
 J103529; 3; U210; Yellow; 10; 58;; Unknown (R13); Unknown (C123)
 J161051; 3; U210; Orange Bright; 9; 21; Cataclysmic Variable; Unknown (R13); Unknown (C123)
 J224352; 3; U210; Pink Small; 8; 26;; Unknown (R13); Unknown (C123)
 J113048; 3; U210; Yellow; 5; 52;; Unknown (R13); Unknown (C123)
 J140322; 3; U210; Blue Small; 8; 64;; Unknown (R13); Unknown (C124)
 J152741; 3; U210; Pink Small; 12; 41;; Unknown (R13); Unknown (C124)
 J222732; 3; U210; Yellow; 7; 50;; Unknown (R13); Unknown (C124)
 J171542; 3; U210; Red Giant; 10; 50;; Unknown (R13); Unknown (C124)
 J205136; 3; U210; Red Giant; 12; 67;; Unknown (R13); Unknown (C124)
 J121706; 3; U210; Yellow; 13; 32; Pulsar; Unknown (R13); Unknown (C124)
 J143110; 3; U210; Orange radiant; 7; 30;; Unknown (R13); Unknown (C125)
 J110121; 3; U210; Pink Small; 10; 27; Wolf-Rayet Star; Unknown (R13); Unknown (C125)
 J104626; 3; U210; White Dwarf; 9; 43;; Unknown (R13); Unknown (C125)
 J212159; 3; U210; Orange Bright; 8; 23;; Unknown (R13); Unknown (C125)
 J151733; 3; U210; Yellow; 9; 80; Wolf-Rayet Star; Unknown (R13); Unknown (C125)
 J103032; 3; U210; Red Giant; 6; 44; Cataclysmic Variable; Unknown (R13); Unknown (C125)
 J150048; 3; U210; Orange; 8; 28;; Unknown (R13); Unknown (C126)
 J113432; 3; U210; Yellow; 9; 43; Black Hole; Unknown (R13); Unknown (C126)
 J134629; 3; U210; Orange radiant; 9; 47;; Unknown (R13); Unknown (C126)
 J113339; 3; U210; Pink Small; 8; 51; Pulsar; Unknown (R13); Unknown (C126)
 J122041; 3; U210; Blue Bright; 6; 7;; Unknown (R13); Unknown (C126)
 J130719; 3; U210; Pink; 8; 33;; Unknown (R13); Unknown (C126)
 J204039; 3; U210; Pink Small; 5; 8; Magnetar; Unknown (R13); Unknown (C127)
 J101048; 3; U210; Yellow; 8; 60;; Unknown (R13); Unknown (C127)
 J114119; 3; U210; Orange Bright; 7; 7; Black Hole; Unknown (R13); Unknown (C127)
 J110411; 3; U210; Orange; 10; 58;; Unknown (R13); Unknown (C127)
 J104903; 3; U210; Orange Bright; 9; 33;; Unknown (R13); Unknown (C127)
 J151433; 3; U210; Orange radiant; 7; 43;; Unknown (R13); Unknown (C127)
 J143040; 3; U210; Pink; 10; 54;; Unknown (R13); Unknown (C128)
 J133521; 3; U210; Blue; 6; 84;; Unknown (R13); Unknown (C128)
 J163911; 3; U210; Orange radiant; 12; 47; Red Giant; Unknown (R13); Unknown (C128)
 J204842; 3; U210; Blue Bright; 10; 22;; Unknown (R13); Unknown (C128)
 J135214; 3; U210; Yellow Small; 9; 55; Magnetar; Unknown (R13); Unknown (C128)
 J131716; 3; U210; Yellow Small; 14; 48; Red Giant; Unknown (R13); Unknown (C128)
 J225350; 3; U210; Yellow Small; 11; 65; Red Giant; Unknown (R13); Unknown (C128)
 J105447; 3; K346; Pink; 7; 58;; Unknown (R14); Unknown (C129)
 J144103; 3; K346; Blue Bright; 11; 59;; Unknown (R14); Unknown (C129)
 J165847; 3; K346; Pink; 8; 30; Cataclysmic Variable; Unknown (R14); Unknown (C129)
 J121921; 3; K346; Pink Small; 9; 75; Wolf-Rayet Star; Unknown (R14); Unknown (C129)
 J212025; 3; K346; Orange; 6; 76; Magnetar; Unknown (R14); Unknown (C129)
 J145717; 3; K346; Red Giant; 10; 71; Pulsar; Unknown (R14); Unknown (C129)
 J113705; 3; K346; Orange; 8; 31; Black Hole; Unknown (R14); Unknown (C130)
 J132037; 3; K346; Orange; 10; 38;; Unknown (R14); Unknown (C130)
 J224401; 3; K346; Yellow Small; 9; 18;; Unknown (R14); Unknown (C130)
 J152544; 3; K346; Orange Bright; 7; 50; Wolf-Rayet Star; Unknown (R14); Unknown (C130)
 J114506; 3; K346; Red Giant; 7; 41;; Unknown (R14); Unknown (C130)
 J231245; 3; K346; Yellow; 10; 38; Red Giant; Unknown (R14); Unknown (C130)
 J151804; 3; K346; Yellow; 6; 46; Pulsar; Unknown (R14); Unknown (C131)
 J105033; 3; K346; Yellow Small; 10; 42;; Unknown (R14); Unknown (C131)
 J214600; 3; K346; Orange; 9; 85; Black Hole; Unknown (R14); Unknown (C131)
 J152333; 3; K346; Orange radiant; 5; 84;; Unknown (R14); Unknown (C131)
 J131245; 3; K346; Orange Bright; 9; 28; Pulsar; Unknown (R14); Unknown (C131)
 J151045; 3; K346; Blue; 10; 67;; Unknown (R14); Unknown (C131)
 J160822; 3; K346; Red Giant; 9; 68;; Unknown (R14); Unknown (C131)
 J125944; 3; K346; Yellow Small; 9; 22; Magnetar; Unknown (R14); Unknown (C132)
 J173330; 3; K346; Pink; 11; 94;; Unknown (R14); Unknown (C132)
 J115512; 3; K346; Orange Bright; 7; 26;; Unknown (R14); Unknown (C132)
 J161854; 3; K346; Orange radiant; 6; 49; Black Hole; Unknown (R14); Unknown (C132)
 J122442; 3; K346; Yellow Small; 7; 24; Black Hole; Unknown (R14); Unknown (C132)
 J114010; 3; K346; Yellow Small; 7; 15;; Unknown (R14); Unknown (C132)
 J153546; 3; K346; Orange; 8; 52; Wolf-Rayet Star; Unknown (R14); Unknown (C132)
 J141046; 3; K346; White; 8; 12;; Unknown (R14); Unknown (C133)
 J160111; 3; K346; Orange radiant; 6; 42; Wolf-Rayet Star; Unknown (R14); Unknown (C133)
 J101243; 3; K346; Orange; 9; 73;; Unknown (R14); Unknown (C133)
 J214009; 3; K346; Orange; 10; 53;; Unknown (R14); Unknown (C133)
 J152757; 3; K346; Pink Small; 8; 67;; Unknown (R14); Unknown (C133)
 J164729; 3; K346; White Dwarf; 9; 43; Wolf-Rayet Star; Unknown (R14); Unknown (C133)
 J171420; 3; K346; Red Giant; 9; 55;; Unknown (R14); Unknown (C133)
 J232441; 3; K346; Yellow Small; 9; 13; Red Giant; Unknown (R14); Unknown (C134)
 J131656; 3; K346; Orange Bright; 5; 6;; Unknown (R14); Unknown (C134)
 J135406; 3; K346; Pink Small; 9; 55; Black Hole; Unknown (R14); Unknown (C134)
 J230708; 3; K346; Yellow Small; 8; 68;; Unknown (R14); Unknown (C134)
 J120124; 3; K346; Pink; 7; 27;; Unknown (R14); Unknown (C134)
 J132746; 3; K346; Orange Bright; 13; 72;; Unknown (R14); Unknown (C134)
 J212207; 3; K346; Yellow Small; 9; 39;; Unknown (R14); Unknown (C135)
 J104416; 3; K346; Orange radiant; 9; 35; Pulsar; Unknown (R14); Unknown (C135)
 J104841; 3; K346; Yellow Small; 8; 68;; Unknown (R14); Unknown (C135)
 J172701; 3; K346; Yellow Small; 10; 19; Wolf-Rayet Star; Unknown (R14); Unknown (C135)
 J104835; 3; K346; Pink Small; 8; 44;; Unknown (R14); Unknown (C135)
 J113647; 3; K346; Pink; 10; 54;; Unknown (R14); Unknown (C135)
 J144316; 3; K346; Pink Small; 8; 3; Pulsar; Unknown (R14); Unknown (C135)
 J114612; 3; K346; Blue; 5; 35;; Unknown (R14); Unknown (C136)
 J130759; 3; K346; Orange radiant; 10; 75;; Unknown (R14); Unknown (C136)
 J164751; 3; K346; Orange radiant; 8; 54;; Unknown (R14); Unknown (C136)
 J131324; 3; K346; Orange Bright; 9; 32; Red Giant; Unknown (R14); Unknown (C136)
 J230722; 3; K346; Blue Small; 5; 20; Black Hole; Unknown (R14); Unknown (C136)
 J134118; 3; K346; Pink Small; 11; 58; Cataclysmic Variable; Unknown (R14); Unknown (C136)
 J164223; 3; K346; Orange Bright; 10; 41; Pulsar; Unknown (R14); Unknown (C137)
 J154449; 3; K346; Orange radiant; 10; 45;; Unknown (R14); Unknown (C137)
 J172815; 3; K346; Blue; 11; 36;; Unknown (R14); Unknown (C137)
 J151242; 3; K346; Orange Bright; 10; 43;; Unknown (R14); Unknown (C137)
 J213423; 3; K346; Pink Small; 9; 24; Red Giant; Unknown (R14); Unknown (C137)
 J145555; 3; K346; Orange; 9; 26;; Unknown (R14); Unknown (C137)
 J101323; 3; K346; Yellow Small; 9; 8;; Unknown (R14); Unknown (C138)
 J112954; 3; K346; Yellow; 10; 87;; Unknown (R14); Unknown (C138)
 J133951; 3; K346; Blue Bright; 12; 56;; Unknown (R14); Unknown (C138)
 J150444; 3; K346; Blue; 8; 62;; Unknown (R14); Unknown (C138)
 J153858; 3; K346; White Dwarf; 9; 9;; Unknown (R14); Unknown (C138)
 J172422; 3; K346; Yellow; 10; 32; Magnetar; Unknown (R14); Unknown (C138)
 J155545; 3; K346; Orange; 7; 50;; Unknown (R14); Unknown (C139)
 J161441; 3; K346; Pink; 7; 15;; Unknown (R14); Unknown (C139)
 J125449; 3; K346; Yellow; 9; 13; Pulsar; Unknown (R14); Unknown (C139)
 J210445; 3; K346; Yellow; 7; 61;; Unknown (R14); Unknown (C139)
 J123443; 3; K346; Pink; 8; 29;; Unknown (R14); Unknown (C139)
 J121422; 3; K346; Orange Bright; 11; 52;; Unknown (R14); Unknown (C139)
 J155403; 3; K346; Orange; 10; 39;; Unknown (R14); Unknown (C139)
 J103724; 3; K346; Red Giant; 10; 72; Red Giant; Unknown (R14); Unknown (C140)
 J112948; 3; K346; Orange radiant; 8; 38; Black Hole; Unknown (R14); Unknown (C140)
 J235330; 3; K346; Orange Bright; 8; 24;; Unknown (R14); Unknown (C140)
 J121507; 3; K346; Orange Bright; 8; 48;; Unknown (R14); Unknown (C140)
 J235712; 3; K346; Yellow Small; 6; 51;; Unknown (R14); Unknown (C140)
 J125016; 3; K346; Red Giant; 8; 17; Cataclysmic Variable; Unknown (R14); Unknown (C140)
 J151516; 3; K346; Yellow; 10; 40;; Unknown (R14); Unknown (C140)
 J132226; 3; K346; Orange radiant; 9; 19; Black Hole; Unknown (R14); Unknown (C141)
 J170656; 3; K346; Pink; 7; 57;; Unknown (R14); Unknown (C141)
 J155722; 3; K346; Yellow Small; 5; 5;; Unknown (R14); Unknown (C141)
 J150135; 3; K346; Yellow Small; 9; 28;; Unknown (R14); Unknown (C141)
 J151645; 3; K346; Blue Small; 5; 31; Wolf-Rayet Star; Unknown (R14); Unknown (C141)
 J211151; 3; K346; Pink Small; 5; 4;; Unknown (R14); Unknown (C141)
 J213109; 3; K346; Yellow; 7; 40;; Unknown (R14); Unknown (C142)
